id,object,group,description,kind,path
19152,Person,Presets,Mats Hummels (18 years old) - GER - 128/178,Lua,Person > > Presets > > Player > > Legend Players > > Central Defenders (DC) > > Mats Hummels (18 years old) - GER - 128/178
19123,Person,Presets,Matthias Sammer (20 years old) - GER - 146/186,Lua,Person > > Presets > > Player > > Legend Players > > Central Defenders (DC) > > Matthias Sammer (20 years old) - GER - 146/186
19274,Person,Presets,Miodrag Belodedici (20 years old) - ROU - 132/172,Lua,Person > > Presets > > Player > > Legend Players > > Central Defenders (DC) > > Miodrag Belodedici (20 years old) - ROU - 132/172
19261,Person,Presets,Morten Olsen (22 years old) - DEN - 153/178,Lua,Person > > Presets > > Player > > Legend Players > > Central Defenders (DC) > > Morten Olsen (22 years old) - DEN - 153/178
19259,Person,Presets,Murtaz Khurtsilava (22 years old) - GEO - 148/178,Lua,Person > > Presets > > Player > > Legend Players > > Central Defenders (DC) > > Murtaz Khurtsilava (22 years old) - GEO - 148/178
19142,Person,Presets,Nemanja Vidić (18 years old) - SRB - 128/178,Lua,Person > > Presets > > Player > > Legend Players > > Central Defenders (DC) > > Nemanja Vidić (18 years old) - SRB - 128/178
19253,Person,Presets,Obdulio Varela (25 years old) - URU - 163/178,Lua,Person > > Presets > > Player > > Legend Players > > Central Defenders (DC) > > Obdulio Varela (25 years old) - URU - 163/178
23842,Person,Presets,Rafael Márquez (20 years old) - MEX - 135/164,Lua,Person > > Presets > > Player > > Legend Players > > Central Defenders (DC) > > Rafael Márquez (20 years old) - MEX - 135/164
19272,Person,Presets,Ricardo Carvalho (19 years old) - POR - 127/172,Lua,Person > > Presets > > Player > > Legend Players > > Central Defenders (DC) > > Ricardo Carvalho (19 years old) - POR - 127/172
19260,Person,Presets,Rio Ferdinand (19 years old) - ENG - 133/178,Lua,Person > > Presets > > Player > > Legend Players > > Central Defenders (DC) > > Rio Ferdinand (19 years old) - ENG - 133/178
19267,Person,Presets,Roberto Ayala (19 years old) - ARG - 129/174,Lua,Person > > Presets > > Player > > Legend Players > > Central Defenders (DC) > > Roberto Ayala (19 years old) - ARG - 129/174
19141,Person,Presets,Ronald Koeman (20 years old) - NED - 142/182,Lua,Person > > Presets > > Player > > Legend Players > > Central Defenders (DC) > > Ronald Koeman (20 years old) - NED - 142/182
19277,Person,Presets,Sami Hyypiä (19 years old) - FIN - 118/168,Lua,Person > > Presets > > Player > > Legend Players > > Central Defenders (DC) > > Sami Hyypiä (19 years old) - FIN - 118/168
19252,Person,Presets,Sergio Ramos (18 years old) - ESP - 128/178,Lua,Person > > Presets > > Player > > Legend Players > > Central Defenders (DC) > > Sergio Ramos (18 years old) - ESP - 128/178
19265,Person,Presets,Sol Campbell (19 years old) - ENG - 131/176,Lua,Person > > Presets > > Player > > Legend Players > > Central Defenders (DC) > > Sol Campbell (19 years old) - ENG - 131/176
19153,Person,Presets,Thiago Silva (18 years old) - BRA - 128/178,Lua,Person > > Presets > > Player > > Legend Players > > Central Defenders (DC) > > Thiago Silva (18 years old) - BRA - 128/178
19257,Person,Presets,Velibor Vasović (23 years old) - SRB - 153/178,Lua,Person > > Presets > > Player > > Legend Players > > Central Defenders (DC) > > Velibor Vasović (23 years old) - SRB - 153/178
19276,Person,Presets,Vincent Kompany (18 years old) - BEL - 120/170,Lua,Person > > Presets > > Player > > Legend Players > > Central Defenders (DC) > > Vincent Kompany (18 years old) - BEL - 120/170
19147,Person,Presets,Virgil van Dijk (17 years old) - NED - 115/180,Lua,Person > > Presets > > Player > > Legend Players > > Central Defenders (DC) > > Virgil van Dijk (17 years old) - NED - 115/180
19250,Person,Presets,Walter Samuel (19 years old) - ARG - 120/170,Lua,Person > > Presets > > Player > > Legend Players > > Central Defenders (DC) > > Walter Samuel (19 years old) - ARG - 120/170
19494,Person,Presets,Willi Schulz (23 years old) - GER - 155/180,Lua,Person > > Presets > > Player > > Legend Players > > Central Defenders (DC) > > Willi Schulz (23 years old) - GER - 155/180
19266,Person,Presets,Władysław Żmuda (21 years old) - POL - 139/174,Lua,Person > > Presets > > Player > > Legend Players > > Central Defenders (DC) > > Władysław Żmuda (21 years old) - POL - 139/174
19475,Person,Presets,Alfredo Foni (25 years old) - ITA - 157/172,Lua,Person > > Presets > > Player > > Legend Players > > Wide Defenders (D/WB RL) > > Alfredo Foni (25 years old) - ITA - 157/172
19478,Person,Presets,Anatoliy Demyanenko (21 years old) - UKR - 139/174,Lua,Person > > Presets > > Player > > Legend Players > > Wide Defenders (D/WB RL) > > Anatoliy Demyanenko (21 years old) - UKR - 139/174
19144,Person,Presets,Andreas Brehme (20 years old) - GER - 147/182,Lua,Person > > Presets > > Player > > Legend Players > > Wide Defenders (D/WB RL) > > Andreas Brehme (20 years old) - GER - 147/182
19474,Person,Presets,Antonio Cabrini (21 years old) - ITA - 143/178,Lua,Person > > Presets > > Player > > Legend Players > > Wide Defenders (D/WB RL) > > Antonio Cabrini (21 years old) - ITA - 143/178
19482,Person,Presets,Ashley Cole (18 years old) - ENG - 122/172,Lua,Person > > Presets > > Player > > Legend Players > > Wide Defenders (D/WB RL) > > Ashley Cole (18 years old) - ENG - 122/172
19461,Person,Presets,Berti Vogts (22 years old) - GER - 150/180,Lua,Person > > Presets > > Player > > Legend Players > > Wide Defenders (D/WB RL) > > Berti Vogts (22 years old) - GER - 150/180
19480,Person,Presets,Bixente Lizarazu (20 years old) - FRA - 132/172,Lua,Person > > Presets > > Player > > Legend Players > > Wide Defenders (D/WB RL) > > Bixente Lizarazu (20 years old) - FRA - 132/172
19490,Person,Presets,Branislav Ivanović (18 years old) - SRB - 114/164,Lua,Person > > Presets > > Player > > Legend Players > > Wide Defenders (D/WB RL) > > Branislav Ivanović (18 years old) - SRB - 114/164
19488,Person,Presets,Branko Stanković (24 years old) - SRB - 150/170,Lua,Person > > Presets > > Player > > Legend Players > > Wide Defenders (D/WB RL) > > Branko Stanković (24 years old) - SRB - 150/170
19148,Person,Presets,Cafu (19 years old) - 130/180,Lua,Person > > Presets > > Player > > Legend Players > > Wide Defenders (D/WB RL) > > Cafu (19 years old) - 130/180
19460,Person,Presets,Carlos Alberto (22 years old) - BRA - 148/178,Lua,Person > > Presets > > Player > > Legend Players > > Wide Defenders (D/WB RL) > > Carlos Alberto (22 years old) - BRA - 148/178
23845,Person,Presets,Dan Petrescu (25 years old) - ROU - 154/161,Lua,Person > > Presets > > Player > > Legend Players > > Wide Defenders (D/WB RL) > > Dan Petrescu (25 years old) - ROU - 154/161
19472,Person,Presets,Daniel Alves (18 years old) - BRA - 126/176,Lua,Person > > Presets > > Player > > Legend Players > > Wide Defenders (D/WB RL) > > Daniel Alves (18 years old) - BRA - 126/176
19483,Person,Presets,David Alaba (17 years old) - AUT - 117/172,Lua,Person > > Presets > > Player > > Legend Players > > Wide Defenders (D/WB RL) > > David Alaba (17 years old) - AUT - 117/172
19468,Person,Presets,Djalma Santos (24 years old) - BRA - 151/176,Lua,Person > > Presets > > Player > > Legend Players > > Wide Defenders (D/WB RL) > > Djalma Santos (24 years old) - BRA - 151/176
19477,Person,Presets,Éric Gerets (21 years old) - BEL - 137/172,Lua,Person > > Presets > > Player > > Legend Players > > Wide Defenders (D/WB RL) > > Éric Gerets (21 years old) - BEL - 137/172
19487,Person,Presets,Erik Nilsson (25 years old) - SWE - 153/168,Lua,Person > > Presets > > Player > > Legend Players > > Wide Defenders (D/WB RL) > > Erik Nilsson (25 years old) - SWE - 153/168
19464,Person,Presets,Fahrudin Jusufi (23 years old) - KVX - 154/174,Lua,Person > > Presets > > Player > > Legend Players > > Wide Defenders (D/WB RL) > > Fahrudin Jusufi (23 years old) - KVX - 154/174
19465,Person,Presets,Fritz Tarp (27 years old) - DEN - 169/174,Lua,Person > > Presets > > Player > > Legend Players > > Wide Defenders (D/WB RL) > > Fritz Tarp (27 years old) - DEN - 169/174
19124,Person,Presets,Giacinto Facchetti (22 years old) - ITA - 156/186,Lua,Person > > Presets > > Player > > Legend Players > > Wide Defenders (D/WB RL) > > Giacinto Facchetti (22 years old) - ITA - 156/186
19466,Person,Presets,Gianluca Zambrotta (19 years old) - ITA - 129/174,Lua,Person > > Presets > > Player > > Legend Players > > Wide Defenders (D/WB RL) > > Gianluca Zambrotta (19 years old) - ITA - 129/174
19459,Person,Presets,Hans-Peter Briegel (21 years old) - GER - 143/178,Lua,Person > > Presets > > Player > > Legend Players > > Wide Defenders (D/WB RL) > > Hans-Peter Briegel (21 years old) - GER - 143/178
19146,Person,Presets,Javier Zanetti (19 years old) - ARG - 135/180,Lua,Person > > Presets > > Player > > Legend Players > > Wide Defenders (D/WB RL) > > Javier Zanetti (19 years old) - ARG - 135/180
19471,Person,Presets,Joan Segarra (24 years old) - ESP - 156/176,Lua,Person > > Presets > > Player > > Legend Players > > Wide Defenders (D/WB RL) > > Joan Segarra (24 years old) - ESP - 156/176
19491,Person,Presets,Jordi Alba (18 years old) - ESP - 121/166,Lua,Person > > Presets > > Player > > Legend Players > > Wide Defenders (D/WB RL) > > Jordi Alba (18 years old) - ESP - 121/166
19467,Person,Presets,José Antonio Camacho (21 years old) - ESP - 146/176,Lua,Person > > Presets > > Player > > Legend Players > > Wide Defenders (D/WB RL) > > José Antonio Camacho (21 years old) - ESP - 146/176
19469,Person,Presets,Juan Evaristo (26 years old) - ARG - 166/176,Lua,Person > > Presets > > Player > > Legend Players > > Wide Defenders (D/WB RL) > > Juan Evaristo (26 years old) - ARG - 166/176
19149,Person,Presets,Júnior (21 years old) - BRA - 147/182,Lua,Person > > Presets > > Player > > Legend Players > > Wide Defenders (D/WB RL) > > Júnior (21 years old) - BRA - 147/182
19462,Person,Presets,Karl-Heinz Schnellinger (23 years old) - GER - 155/180,Lua,Person > > Presets > > Player > > Legend Players > > Wide Defenders (D/WB RL) > > Karl-Heinz Schnellinger (23 years old) - GER - 155/180
19268,Person,Presets,Károly Fogl (27 years old) - HUN - 169/174,Lua,Person > > Presets > > Player > > Legend Players > > Wide Defenders (D/WB RL) > > Károly Fogl (27 years old) - HUN - 169/174
19484,Person,Presets,Maicon (18 years old) - BRA - 122/172,Lua,Person > > Presets > > Player > > Legend Players > > Wide Defenders (D/WB RL) > > Maicon (18 years old) - BRA - 122/172
19479,Person,Presets,Manfred Kaltz (21 years old) - GER - 139/174,Lua,Person > > Presets > > Player > > Legend Players > > Wide Defenders (D/WB RL) > > Manfred Kaltz (21 years old) - GER - 139/174
19463,Person,Presets,Manuel Amoros (20 years old) - FRA - 140/180,Lua,Person > > Presets > > Player > > Legend Players > > Wide Defenders (D/WB RL) > > Manuel Amoros (20 years old) - FRA - 140/180
19486,Person,Presets,Marcelo (18 years old) - BRA - 125/170,Lua,Person > > Presets > > Player > > Legend Players > > Wide Defenders (D/WB RL) > > Marcelo (18 years old) - BRA - 125/170
19131,Person,Presets,Lilian Thuram (19 years old) - FRA - 139/184,Lua,Person > > Presets > > Player > > Legend Players > > Wide Defenders (D/WB RL) > > Lilian Thuram (19 years old) - FRA - 139/184
19251,Person,Presets,Nílton Santos (24 years old) - BRA - 157/182,Lua,Person > > Presets > > Player > > Legend Players > > Wide Defenders (D/WB RL) > > Nílton Santos (24 years old) - BRA - 157/182
19458,Person,Presets,Paul Breitner (21 years old) - GER - 154/184,Lua,Person > > Presets > > Player > > Legend Players > > Wide Defenders (D/WB RL) > > Paul Breitner (21 years old) - GER - 154/184
19473,Person,Presets,Paul Janes (25 years old) - GER - 163/178,Lua,Person > > Presets > > Player > > Legend Players > > Wide Defenders (D/WB RL) > > Paul Janes (25 years old) - GER - 163/178
19129,Person,Presets,Paolo Maldini (20 years old) - 154/194,Lua,Person > > Presets > > Player > > Legend Players > > Wide Defenders (D/WB RL) > > Paolo Maldini (20 years old) - 154/194
19489,Person,Presets,Patrice Evra (18 years old) - FRA - 118/168,Lua,Person > > Presets > > Player > > Legend Players > > Wide Defenders (D/WB RL) > > Patrice Evra (18 years old) - FRA - 118/168
19140,Person,Presets,Philipp Lahm (18 years old) - 130/180,Lua,Person > > Presets > > Player > > Legend Players > > Wide Defenders (D/WB RL) > > Philipp Lahm (18 years old) - 130/180
19130,Person,Presets,Roberto Carlos (19 years old) - 139/184,Lua,Person > > Presets > > Player > > Legend Players > > Wide Defenders (D/WB RL) > > Roberto Carlos (19 years old) - 139/184
19485,Person,Presets,Rudolf Ramseyer (27 years old) - SUI - 163/168,Lua,Person > > Presets > > Player > > Legend Players > > Wide Defenders (D/WB RL) > > Rudolf Ramseyer (27 years old) - SUI - 163/168
19133,Person,Presets,Ruud Krol (22 years old) - NED - 154/184,Lua,Person > > Presets > > Player > > Legend Players > > Wide Defenders (D/WB RL) > > Ruud Krol (22 years old) - NED - 154/184
19476,Person,Presets,Sergio Cervato (24 years old) - ITA - 152/172,Lua,Person > > Presets > > Player > > Legend Players > > Wide Defenders (D/WB RL) > > Sergio Cervato (24 years old) - ITA - 152/172
19481,Person,Presets,Severino Minelli (26 years old) - SUI - 162/172,Lua,Person > > Presets > > Player > > Legend Players > > Wide Defenders (D/WB RL) > > Severino Minelli (26 years old) - SUI - 162/172
19470,Person,Presets,Víctor Andrade (24 years old) - URU - 156/176,Lua,Person > > Presets > > Player > > Legend Players > > Wide Defenders (D/WB RL) > > Víctor Andrade (24 years old) - URU - 156/176
19336,Person,Presets,Abedi Pelé (20 years old) - GHA - 136/176,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Abedi Pelé (20 years old) - GHA - 136/176
19161,Person,Presets,Adolfo Pedernera (25 years old) - ARG - 171/186,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Adolfo Pedernera (25 years old) - ARG - 171/186
19306,Person,Presets,Andrea Pirlo (19 years old) - ITA - 137/182,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Andrea Pirlo (19 years old) - ITA - 137/182
19280,Person,Presets,Andrés Iniesta (18 years old) - ESP - 136/186,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Andrés Iniesta (18 years old) - ESP - 136/186
19356,Person,Presets,Antonin Panenka (22 years old) - CZE - 140/170,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Antonin Panenka (22 years old) - CZE - 140/170
19346,Person,Presets,Arturo Vidal (18 years old) - CHI - 124/174,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Arturo Vidal (18 years old) - CHI - 124/174
19348,Person,Presets,Bastian Schweinsteiger (18 years old) - GER - 122/172,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Bastian Schweinsteiger (18 years old) - GER - 122/172
19312,Person,Presets,Bernd Schuster (21 years old) - GER - 150/180,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Bernd Schuster (21 years old) - GER - 150/180
19171,Person,Presets,Bobby Charlton (23 years old) - ENG - 167/192,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Bobby Charlton (23 years old) - ENG - 167/192
19344,Person,Presets,Branko Oblak (22 years old) - SVN - 142/172,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Branko Oblak (22 years old) - SVN - 142/172
19340,Person,Presets,Cesc Fàbregas (18 years old) - ESP - 131/176,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Cesc Fàbregas (18 years old) - ESP - 131/176
19313,Person,Presets,Clarence Seedorf (19 years old) - NED - 140/180,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Clarence Seedorf (19 years old) - NED - 140/180
19343,Person,Presets,Claude Makélélé (19 years old) - FRA - 122/172,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Claude Makélélé (19 years old) - FRA - 122/172
19355,Person,Presets,Daniele De Rossi (18 years old) - ITA - 120/170,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Daniele De Rossi (18 years old) - ITA - 120/170
19308,Person,Presets,Danny Blanchflower (24 years old) - NIR - 162/182,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Danny Blanchflower (24 years old) - NIR - 162/182
19322,Person,Presets,Dave Mackay (23 years old) - SCO - 153/178,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Dave Mackay (23 years old) - SCO - 153/178
19323,Person,Presets,David Kipiani (21 years old) - GEO - 141/176,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > David Kipiani (21 years old) - GEO - 141/176
19326,Person,Presets,David Silva (18 years old) - ESP - 128/178,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > David Silva (18 years old) - ESP - 128/178
19495,Person,Presets,Deco (19 years old) - POR - 131/176,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Deco (19 years old) - POR - 131/176
23835,Person,Presets,Dennis Wise (22 years old) - ENG - 160/180,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Dennis Wise (22 years old) - ENG - 160/180
19186,Person,Presets,Didi (24 years old) - BRA - 163/188,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Didi (24 years old) - BRA - 163/188
19342,Person,Presets,Didier Deschamps (20 years old) - FRA - 132/172,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Didier Deschamps (20 years old) - FRA - 132/172
19162,Person,Presets,Diego Maradona (20 years old) - ARG - 173/198,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Diego Maradona (20 years old) - ARG - 173/198
19352,Person,Presets,Diego Simeone (19 years old) - ARG - 130/170,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Diego Simeone (19 years old) - ARG - 130/170
19317,Person,Presets,Dragan Stojković (20 years old) - SRB - 143/178,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Dragan Stojković (20 years old) - SRB - 143/178
19338,Person,Presets,Edgar Davids (19 years old) - NED - 134/174,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Edgar Davids (19 years old) - NED - 134/174
19351,Person,Presets,Emerson (19 years old) - BRA - 125/170,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Emerson (19 years old) - BRA - 125/170
19281,Person,Presets,Ernst Ocwirk (24 years old) - AUT - 166/186,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Ernst Ocwirk (24 years old) - AUT - 166/186
19361,Person,Presets,Esteban Cambiasso (18 years old) - ARG - 118/168,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Esteban Cambiasso (18 years old) - ARG - 118/168
19209,Person,Presets,Falcão (21 years old) - BRA - 146/186,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Falcão (21 years old) - BRA - 146/186
19283,Person,Presets,Francesco Totti (19 years old) - ITA - 139/184,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Francesco Totti (19 years old) - ITA - 139/184
19299,Person,Presets,Frank Lampard (19 years old) - ENG - 137/182,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Frank Lampard (19 years old) - ENG - 137/182
19182,Person,Presets,Frank Rijkaard (20 years old) - NED - 148/188,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Frank Rijkaard (20 years old) - NED - 148/188
19177,Person,Presets,Fritz Walter (24 years old) - GER - 175/190,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Fritz Walter (24 years old) - GER - 175/190
19319,Person,Presets,Fulvio Bernardini (26 years old) - ITA - 168/178,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Fulvio Bernardini (26 years old) - ITA - 168/178
19353,Person,Presets,Gennaro Gattuso (19 years old) - ITA - 125/170,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Gennaro Gattuso (19 years old) - ITA - 125/170
19287,Person,Presets,Gheorghe Hagi (20 years old) - ROU - 146/186,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Gheorghe Hagi (20 years old) - ROU - 146/186
19332,Person,Presets,Gianfranco Zola (20 years old) - ITA - 131/176,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Gianfranco Zola (20 years old) - ITA - 131/176
19173,Person,Presets,Gianni Rivera (22 years old) - ITA - 165/190,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Gianni Rivera (22 years old) - ITA - 165/190
19300,Person,Presets,György Orth (26 years old) - HUN - 177/182,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > György Orth (26 years old) - HUN - 177/182
19183,Person,Presets,György Sárosi (25 years old) - HUN - 173/188,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > György Sárosi (25 years old) - HUN - 173/188
19215,Person,Presets,Héctor Scarone (27 years old) - URU - 181/186,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Héctor Scarone (27 years old) - URU - 181/186
19337,Person,Presets,Igor Belanov (20 years old) - UKR - 134/174,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Igor Belanov (20 years old) - UKR - 134/174
19297,Person,Presets,Igor Netto (23 years old) - RUS - 157/182,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Igor Netto (23 years old) - RUS - 157/182
19354,Person,Presets,Jari Litmanen (19 years old) - FIN - 132/172,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Jari Litmanen (19 years old) - FIN - 132/172
19347,Person,Presets,Javier Mascherano (18 years old) - ARG - 122/172,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Javier Mascherano (18 years old) - ARG - 122/172
19163,Person,Presets,Johan Cruijff (22 years old) - NED - 168/198,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Johan Cruijff (22 years old) - NED - 168/198
19167,Person,Presets,José Manuel Moreno (25 years old) - ARG - 182/192,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > José Manuel Moreno (25 years old) - ARG - 182/192
19311,Person,Presets,Josef Smistik (26 years old) - AUT - 168/178,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Josef Smistik (26 years old) - AUT - 168/178
19293,Person,Presets,József Bozsik (24 years old) - HUN - 166/186,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > József Bozsik (24 years old) - HUN - 166/186
19288,Person,Presets,Juan Alberto Schiaffino (24 years old) - URU - 166/186,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Juan Alberto Schiaffino (24 years old) - URU - 166/186
19185,Person,Presets,Kaká (18 years old) - BRA - 138/188,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Kaká (18 years old) - BRA - 138/188
19285,Person,Presets,Kevin De Bruyne (17 years old) - BEL - 136/186,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Kevin De Bruyne (17 years old) - BEL - 136/186
19290,Person,Presets,Kevin Keegan (21 years old) - ENG - 151/186,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Kevin Keegan (21 years old) - ENG - 151/186
19295,Person,Presets,Larbi Ben Barek (25 years old) - FRA - 162/182,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Larbi Ben Barek (25 years old) - FRA - 162/182
19334,Person,Presets,Liam Brady (21 years old) - IRL - 141/176,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Liam Brady (21 years old) - IRL - 141/176
19157,Person,Presets,Lothar Matthäus (20 years old) - GER - 147/192,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Lothar Matthäus (20 years old) - GER - 147/192
19330,Person,Presets,Luis Enrique (19 years old) - ESP - 131/176,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Luis Enrique (19 years old) - ESP - 131/176
19307,Person,Presets,Luis Monti (26 years old) - ARG - 177/182,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Luis Monti (26 years old) - ARG - 177/182
19180,Person,Presets,Luis Suárez (23 years old) - ESP - 168/188,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Luis Suárez (23 years old) - ESP - 168/188
19314,Person,Presets,Luka Modrić (18 years old) - CRO - 130/180,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Luka Modrić (18 years old) - CRO - 130/180
23841,Person,Presets,Mágico González (22 years old) - SLV - 138/168,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Mágico González (22 years old) - SLV - 138/168
19303,Person,Presets,Marco Tardelli (21 years old) - ITA - 147/182,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Marco Tardelli (21 years old) - ITA - 147/182
19321,Person,Presets,Mesut Özil (18 years old) - GER - 128/178,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Mesut Özil (18 years old) - GER - 128/178
19329,Person,Presets,Michael Ballack (19 years old) - GER - 131/176,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Michael Ballack (19 years old) - GER - 131/176
19318,Person,Presets,Michael Essien (18 years old) - GHA - 128/178,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Michael Essien (18 years old) - GHA - 128/178
19175,Person,Presets,Michael Laudrup (20 years old) - DEN - 150/190,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Michael Laudrup (20 years old) - DEN - 150/190
19159,Person,Presets,Michel Platini (21 years old) - FRA - 159/194,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Michel Platini (21 years old) - FRA - 159/194
19350,Person,Presets,N'Golo Kanté (17 years old) - FRA - 112/172,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > N'Golo Kanté (17 years old) - FRA - 112/172
19309,Person,Presets,Néstor Rossi (24 years old) - ARG - 158/178,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Néstor Rossi (24 years old) - ARG - 158/178
23829,Person,Presets,Owen Hargreaves (21 years old) - CAN - 152/179,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Owen Hargreaves (21 years old) - CAN - 152/179
19305,Person,Presets,Patrick Vieira (19 years old) - FRA - 135/180,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Patrick Vieira (19 years old) - FRA - 135/180
19316,Person,Presets,Paul Scholes (19 years old) - ENG - 133/178,Lua,Person > > Presets > > Player > > Legend Players > > Central Midfielders (DM/M/AM C) > > Paul Scholes (19 years old) - ENG - 133/178
